"book_ref","book_date","total_amount"
"1EF009","2017-07-17 05:22:00+00","231800.00"
"1EF00F","2017-08-07 12:43:00+00","47500.00"
"1EF075","2017-08-03 04:54:00+00","116900.00"
"1EF09D","2017-07-12 08:46:00+00","54400.00"
"1EF0FC","2017-08-03 21:48:00+00","147100.00"
"1EF138","2017-07-21 00:32:00+00","23600.00"
"1EF141","2017-07-14 19:49:00+00","22000.00"
"1EF1F3","2017-07-15 13:07:00+00","12400.00"
"1EF1FD","2017-07-13 17:54:00+00","21800.00"
"1EF25F","2017-06-28 04:25:00+00","186900.00"
"1EF268","2017-07-03 23:03:00+00","23200.00"
"1EF283","2017-08-01 16:47:00+00","31600.00"
"1EF29F","2017-08-12 05:46:00+00","52000.00"
"1EF2DC","2017-07-27 19:15:00+00","14800.00"
"1EF2ED","2017-08-15 01:51:00+00","28800.00"
"1EF30C","2017-08-01 04:48:00+00","68300.00"
"1EF32E","2017-08-14 16:04:00+00","94200.00"
"1EF384","2017-07-04 23:30:00+00","66900.00"
"1EF3AE","2017-07-18 04:10:00+00","55800.00"
"1EF3B8","2017-07-24 09:12:00+00","28000.00"
"1EF406","2017-07-04 03:49:00+00","21800.00"
"1EF45A","2017-07-04 12:49:00+00","7300.00"
"1EF497","2017-07-23 15:08:00+00","147700.00"
"1EF4C7","2017-07-22 06:02:00+00","57800.00"
"1EF522","2017-08-01 11:19:00+00","76800.00"
"1EF529","2017-07-02 10:14:00+00","136200.00"
"1EF568","2017-07-11 01:10:00+00","24800.00"
"1EF56F","2017-07-06 02:41:00+00","56600.00"
"1EF59E","2017-08-06 00:03:00+00","6000.00"
"1EF5AB","2017-07-05 23:06:00+00","47000.00"
"1EF5C6","2017-08-04 19:18:00+00","99300.00"
"1EF5F8","2017-07-31 05:51:00+00","35800.00"
"1EF606","2017-07-30 08:55:00+00","46200.00"
"1EF696","2017-07-18 10:18:00+00","75200.00"
"1EF6BC","2017-08-10 00:39:00+00","59600.00"
"1EF6E4","2017-07-11 10:21:00+00","55600.00"
"1EF6E9","2017-08-14 14:19:00+00","59800.00"
"1EF711","2017-08-05 23:19:00+00","14400.00"
"1EF713","2017-07-01 18:40:00+00","32700.00"
"1EF72E","2017-08-14 00:07:00+00","28000.00"
"1EF793","2017-07-09 03:21:00+00","176800.00"
"1EF7FD","2017-07-18 09:49:00+00","138000.00"
"1EF821","2017-07-12 16:33:00+00","19800.00"
"1EF873","2017-07-15 03:50:00+00","135600.00"
"1EF8A6","2017-07-05 08:15:00+00","258400.00"
"1EF8D1","2017-07-12 18:41:00+00","246000.00"
"1EF8F1","2017-08-11 03:26:00+00","53600.00"
"1EF8F6","2017-07-05 14:12:00+00","37900.00"
"1EF946","2017-08-05 20:21:00+00","24400.00"
"1EF9B5","2017-07-31 09:39:00+00","69000.00"
"1EF9FE","2017-08-01 00:48:00+00","32200.00"
"1EFA33","2017-08-13 09:06:00+00","124200.00"
"1EFA59","2017-07-18 17:11:00+00","100600.00"
"1EFAAB","2017-08-07 04:48:00+00","133200.00"
"1EFB9A","2017-06-30 03:11:00+00","49800.00"
"1EFBB2","2017-07-14 05:55:00+00","53600.00"
"1EFC9F","2017-07-09 12:21:00+00","48800.00"
"1EFCCA","2017-08-05 19:45:00+00","85000.00"
"1EFCEB","2017-08-02 18:59:00+00","13000.00"
"1EFD49","2017-08-07 22:03:00+00","56000.00"
"1EFD64","2017-08-11 21:20:00+00","27800.00"
"1EFD86","2017-08-14 18:08:00+00","67200.00"
"1EFE08","2017-07-30 00:37:00+00","21400.00"
"1EFE5A","2017-07-12 13:59:00+00","75600.00"
"1EFE68","2017-08-11 16:52:00+00","185600.00"
"1EFE6A","2017-07-23 01:03:00+00","25000.00"
"1EFE74","2017-07-15 02:57:00+00","182300.00"
"1EFE91","2017-08-08 03:08:00+00","13200.00"
"1EFE92","2017-08-13 11:18:00+00","44000.00"
"1EFED0","2017-08-14 20:32:00+00","75600.00"
"1EFEF6","2017-07-22 21:56:00+00","52300.00"
"1EFF0E","2017-07-26 19:48:00+00","40000.00"
"1EFFE3","2017-07-03 10:19:00+00","24400.00"
"1EFFE4","2017-08-13 16:45:00+00","25000.00"
"1F003B","2017-07-16 18:04:00+00","72400.00"
"1F0057","2017-07-09 00:08:00+00","118100.00"
"1F008F","2017-07-07 17:36:00+00","67600.00"
"1F0099","2017-08-06 07:33:00+00","83700.00"
"1F010E","2017-08-02 22:29:00+00","62600.00"
"1F0152","2017-07-04 18:25:00+00","29600.00"
"1F0185","2017-08-11 15:50:00+00","51900.00"
"1F0199","2017-08-11 23:00:00+00","95600.00"
"1F0258","2017-08-06 03:45:00+00","23600.00"
"1F0265","2017-07-29 16:04:00+00","46400.00"
"1F029E","2017-07-27 07:03:00+00","183300.00"
"1F02CC","2017-08-05 02:34:00+00","172100.00"
"1F0319","2017-08-12 18:49:00+00","25400.00"
"1F031C","2017-07-23 21:39:00+00","136800.00"
"1F0330","2017-08-04 05:35:00+00","123000.00"
"1F0378","2017-08-09 17:09:00+00","112000.00"
"1F037A","2017-07-28 04:17:00+00","67600.00"
"1F03B4","2017-08-03 11:19:00+00","28400.00"
"1F03D1","2017-07-30 23:09:00+00","91800.00"
"1F0458","2017-07-19 16:10:00+00","119800.00"
"1F04C7","2017-08-10 18:07:00+00","35200.00"
"1F050B","2017-08-04 15:22:00+00","26000.00"
"1F0584","2017-08-01 06:40:00+00","38600.00"
"1F0645","2017-07-09 09:48:00+00","123600.00"
"1F073B","2017-07-08 10:41:00+00","40800.00"
"1F078D","2017-07-24 20:07:00+00","33100.00"
"1F081C","2017-07-08 16:20:00+00","130000.00"
"1F083B","2017-08-07 02:52:00+00","39000.00"
"1F0863","2017-08-07 22:28:00+00","16800.00"
"1F0871","2017-07-30 17:52:00+00","45200.00"
"1F0952","2017-07-30 11:02:00+00","186900.00"
"1F097B","2017-08-08 02:32:00+00","37900.00"
"1F097E","2017-07-17 11:56:00+00","19600.00"
"1F09AB","2017-07-22 20:21:00+00","55600.00"
"1F09B0","2017-07-13 21:56:00+00","32900.00"
"1F09F0","2017-07-30 14:25:00+00","57500.00"
"1F0A18","2017-07-23 05:14:00+00","65500.00"
"1F0A8D","2017-07-17 12:41:00+00","92800.00"
"1F0B86","2017-07-30 18:57:00+00","14400.00"
"1F0B9E","2017-07-12 11:29:00+00","35700.00"
"1F0BA8","2017-07-10 17:23:00+00","92000.00"
"1F0C58","2017-07-01 02:05:00+00","28000.00"
"1F0C64","2017-07-06 04:38:00+00","99600.00"
"1F0C71","2017-07-19 13:37:00+00","299600.00"
"1F0C72","2017-08-08 00:31:00+00","44000.00"
"1F0C96","2017-08-01 12:40:00+00","28800.00"
"1F0D25","2017-07-02 03:34:00+00","55800.00"
"1F0D69","2017-07-02 19:48:00+00","165100.00"
"1F0D7E","2017-07-06 16:06:00+00","30800.00"
"1F0D84","2017-07-21 23:53:00+00","6700.00"
"1F0D93","2017-08-06 12:40:00+00","123000.00"
"1F0E04","2017-06-30 13:34:00+00","23600.00"
"1F0E54","2017-08-14 11:55:00+00","241400.00"
"1F0E7B","2017-07-29 10:19:00+00","50000.00"
"1F0EAC","2017-07-12 01:48:00+00","6700.00"
"1F0F4E","2017-06-29 22:14:00+00","67600.00"
"1F0F5C","2017-07-18 22:00:00+00","148200.00"
"1F0F63","2017-08-08 13:06:00+00","122500.00"
"1F0FC3","2017-08-15 12:55:00+00","50800.00"
"1F0FD2","2017-07-08 07:34:00+00","69700.00"
"1F1016","2017-07-26 10:13:00+00","58200.00"
"1F101F","2017-07-04 15:46:00+00","78100.00"
"1F1064","2017-08-01 21:39:00+00","69000.00"
"1F107D","2017-07-05 08:16:00+00","13400.00"
"1F1099","2017-07-16 01:43:00+00","73600.00"
"1F10B6","2017-07-11 21:35:00+00","16400.00"
"1F10EF","2017-06-27 19:57:00+00","83800.00"
"1F11DE","2017-07-14 23:42:00+00","23200.00"
"1F1240","2017-07-05 08:45:00+00","98300.00"
"1F12D1","2017-07-21 02:12:00+00","19600.00"
"1F12F8","2017-08-12 16:11:00+00","169600.00"
"1F1319","2017-08-06 10:30:00+00","36200.00"
"1F131D","2017-07-15 01:12:00+00","92100.00"
"1F1375","2017-07-06 22:48:00+00","12600.00"
"1F1392","2017-07-02 06:51:00+00","17800.00"
"1F139C","2017-07-28 03:25:00+00","47000.00"
"1F13A6","2017-08-15 02:44:00+00","13200.00"
"1F13C3","2017-07-01 17:29:00+00","8200.00"
"1F143E","2017-07-24 04:06:00+00","75300.00"
"1F1459","2017-07-28 10:06:00+00","199700.00"
"1F1465","2017-08-14 14:09:00+00","111600.00"
"1F1499","2017-07-22 02:12:00+00","37900.00"
"1F14A9","2017-06-28 06:48:00+00","27200.00"
"1F14B9","2017-07-20 22:27:00+00","23400.00"
"1F15C4","2017-07-11 19:28:00+00","66400.00"
"1F15CC","2017-08-15 06:38:00+00","64800.00"
"1F164D","2017-07-28 12:02:00+00","14000.00"
"1F16FB","2017-06-30 06:02:00+00","44800.00"
"1F1712","2017-07-17 09:11:00+00","100500.00"
"1F173E","2017-07-09 11:08:00+00","23400.00"
"1F17D5","2017-07-15 14:14:00+00","24300.00"
"1F183D","2017-07-01 06:36:00+00","26200.00"
"1F188C","2017-06-28 19:26:00+00","35400.00"
"1F189C","2017-08-14 06:19:00+00","25600.00"
"1F18B2","2017-07-08 08:50:00+00","61800.00"
"1F18C3","2017-08-12 08:50:00+00","51900.00"
"1F1907","2017-07-26 10:14:00+00","124200.00"
"1F1944","2017-06-28 20:13:00+00","70700.00"
"1F19C8","2017-07-01 15:02:00+00","156300.00"
"1F1A0D","2017-07-03 22:02:00+00","35200.00"
"1F1A2A","2017-08-07 22:23:00+00","25400.00"
"1F1A56","2017-07-05 11:58:00+00","6800.00"
"1F1A8E","2017-07-10 02:49:00+00","112300.00"
"1F1AA7","2017-07-06 15:58:00+00","7400.00"
"1F1AC4","2017-07-04 23:58:00+00","24200.00"
"1F1AC7","2017-07-22 19:02:00+00","51900.00"
"1F1ADA","2017-08-10 21:30:00+00","155600.00"
"1F1C5E","2017-07-27 11:46:00+00","44000.00"
"1F1CF8","2017-07-04 20:09:00+00","86400.00"
"1F1D90","2017-07-13 03:19:00+00","92700.00"
"1F1DF4","2017-06-30 20:18:00+00","13600.00"
"1F1E88","2017-07-05 02:03:00+00","47400.00"
"1F1E9D","2017-07-24 00:28:00+00","55800.00"
"1F1EC9","2017-07-13 04:46:00+00","20600.00"
"1F1F26","2017-07-29 01:11:00+00","160000.00"
"1F1F4E","2017-08-14 01:31:00+00","35300.00"
"1F202B","2017-07-27 20:54:00+00","68100.00"
"1F208F","2017-08-12 03:44:00+00","27900.00"
"1F20AB","2017-07-18 12:12:00+00","42700.00"
"1F20AF","2017-07-24 06:28:00+00","100600.00"
"1F20CA","2017-08-09 08:57:00+00","67200.00"
"1F21EB","2017-07-17 20:53:00+00","26300.00"
"1F21FB","2017-07-18 16:30:00+00","36800.00"
"1F2207","2017-07-13 13:14:00+00","21400.00"
"1F2231","2017-08-13 03:26:00+00","62600.00"
"1F224A","2017-08-15 14:22:00+00","71900.00"
"1F2256","2017-07-10 18:35:00+00","199200.00"
"1F22E5","2017-07-04 10:49:00+00","31100.00"
"1F2319","2017-07-23 01:27:00+00","47600.00"
"1F2331","2017-07-27 10:56:00+00","38800.00"
"1F2334","2017-07-11 09:52:00+00","125400.00"
"1F2499","2017-07-31 14:47:00+00","39300.00"
"1F25AE","2017-08-04 06:06:00+00","57800.00"
"1F25C1","2017-07-27 02:06:00+00","75600.00"
"1F25EC","2017-08-03 02:05:00+00","68000.00"
"1F260C","2017-08-02 19:59:00+00","62700.00"
"1F2612","2017-07-23 07:16:00+00","20200.00"
"1F2654","2017-07-27 20:12:00+00","47600.00"
"1F26A0","2017-06-27 20:51:00+00","57500.00"
"1F26E7","2017-07-17 17:48:00+00","53200.00"
"1F26EA","2017-08-02 10:56:00+00","22600.00"
"1F27A5","2017-08-15 04:31:00+00","266500.00"
"1F27CB","2017-07-16 06:32:00+00","63300.00"
"1F27DA","2017-08-02 04:09:00+00","123000.00"
"1F27DD","2017-07-21 11:56:00+00","28800.00"
"1F27FF","2017-08-12 15:53:00+00","28300.00"
"1F287A","2017-07-14 02:01:00+00","202500.00"
"1F28F2","2017-08-09 06:20:00+00","110700.00"
"1F28FE","2017-08-01 12:04:00+00","30400.00"
"1F2927","2017-07-09 16:52:00+00","25000.00"
"1F2931","2017-08-08 00:43:00+00","99200.00"
"1F2940","2017-07-06 04:32:00+00","156000.00"
"1F295E","2017-07-09 14:22:00+00","33400.00"
"1F29BF","2017-07-15 17:55:00+00","62000.00"
"1F29C9","2017-07-27 11:44:00+00","302400.00"
"1F2A60","2017-08-10 15:44:00+00","69600.00"
"1F2AB9","2017-07-26 20:23:00+00","32200.00"
"1F2ACC","2017-07-13 21:05:00+00","56600.00"
"1F2AD9","2017-07-08 04:28:00+00","66600.00"
"1F2B57","2017-08-05 07:48:00+00","24000.00"
"1F2B9D","2017-07-27 19:58:00+00","46500.00"
"1F2BAC","2017-07-11 04:09:00+00","29600.00"
"1F2BCF","2017-07-17 05:46:00+00","57500.00"
"1F2BED","2017-07-11 02:32:00+00","85000.00"
"1F2C7E","2017-08-02 13:52:00+00","109600.00"
"1F2CDD","2017-07-05 11:43:00+00","72200.00"
"1F2D19","2017-07-22 16:40:00+00","51800.00"
"1F2D32","2017-08-02 22:58:00+00","269600.00"
"1F2D55","2017-07-14 12:25:00+00","12600.00"
"1F2D8C","2017-08-14 05:14:00+00","145100.00"
"1F2DA3","2017-08-15 08:19:00+00","25100.00"
"1F2DB8","2017-07-15 00:35:00+00","24800.00"
"1F2DF7","2017-07-31 13:52:00+00","205400.00"
"1F2E08","2017-08-12 07:46:00+00","21000.00"
"1F2E16","2017-07-31 08:41:00+00","40800.00"
"1F2E26","2017-08-13 20:40:00+00","16800.00"
"1F2E65","2017-07-20 03:02:00+00","134400.00"
"1F2EBA","2017-07-12 13:13:00+00","19600.00"
"1F2EBD","2017-07-17 03:51:00+00","54500.00"
"1F2EF5","2017-07-21 15:44:00+00","24800.00"
"1F2F3C","2017-07-04 15:33:00+00","40800.00"
"1F2F3F","2017-07-31 17:47:00+00","41300.00"
"1F2FB6","2017-07-16 01:16:00+00","24000.00"
"1F2FD8","2017-07-23 02:41:00+00","16400.00"
"1F2FEB","2017-07-07 14:00:00+00","357200.00"
"1F300A","2017-07-01 22:45:00+00","53400.00"
"1F3025","2017-07-23 08:25:00+00","25600.00"
"1F3083","2017-07-27 17:28:00+00","182300.00"
"1F3086","2017-07-27 13:26:00+00","369000.00"
"1F30BD","2017-07-27 04:05:00+00","42600.00"
"1F30EC","2017-07-26 04:40:00+00","65100.00"
"1F3244","2017-07-03 00:58:00+00","6700.00"
"1F3255","2017-07-21 08:13:00+00","147700.00"
"1F330E","2017-07-04 17:02:00+00","171100.00"
"1F3339","2017-07-07 08:05:00+00","177200.00"
"1F337A","2017-07-05 21:43:00+00","48800.00"
"1F3384","2017-08-04 20:55:00+00","56600.00"
"1F33FE","2017-07-12 05:56:00+00","70600.00"
"1F3411","2017-08-12 13:11:00+00","20400.00"
"1F3438","2017-08-03 01:45:00+00","53600.00"
"1F3441","2017-07-12 08:45:00+00","13200.00"
"1F3496","2017-08-01 12:57:00+00","84100.00"
"1F358D","2017-08-01 07:17:00+00","139400.00"
"1F3609","2017-07-19 09:26:00+00","26000.00"
"1F371E","2017-08-08 17:43:00+00","56000.00"
"1F3737","2017-08-15 07:15:00+00","31300.00"
"1F3773","2017-07-01 21:00:00+00","84300.00"
"1F377E","2017-08-14 20:12:00+00","118300.00"
"1F37D6","2017-07-29 07:34:00+00","26800.00"
"1F3847","2017-08-12 14:50:00+00","123000.00"
"1F3852","2017-08-09 18:32:00+00","23400.00"
"1F3884","2017-07-10 06:59:00+00","27900.00"
"1F38CF","2017-07-04 09:58:00+00","23900.00"
"1F38D9","2017-07-12 05:00:00+00","25600.00"
"1F3910","2017-07-04 22:48:00+00","36200.00"
"1F39FD","2017-07-02 22:58:00+00","35700.00"
"1F3A3A","2017-07-13 20:21:00+00","51600.00"
"1F3A4C","2017-08-06 07:57:00+00","187200.00"
"1F3B16","2017-08-12 23:34:00+00","23200.00"
"1F3BFE","2017-07-03 18:12:00+00","34000.00"
"1F3C82","2017-07-12 21:03:00+00","59800.00"
"1F3D23","2017-08-12 22:59:00+00","28800.00"
"1F3D3E","2017-07-14 09:24:00+00","133100.00"
"1F3D6A","2017-07-14 22:22:00+00","25000.00"
"1F3DC4","2017-08-05 23:04:00+00","47000.00"
"1F3DE5","2017-07-20 23:09:00+00","170000.00"
"1F3E91","2017-07-27 18:55:00+00","121400.00"
"1F3E94","2017-07-21 13:41:00+00","36800.00"
"1F3EA1","2017-07-03 02:44:00+00","55800.00"
"1F3F49","2017-07-09 20:27:00+00","39300.00"
"1F3FAA","2017-08-05 08:23:00+00","85000.00"
"1F4058","2017-08-11 07:13:00+00","135400.00"
"1F4074","2017-08-14 19:47:00+00","11700.00"
"1F4089","2017-08-14 21:34:00+00","95000.00"
"1F4093","2017-07-31 06:35:00+00","91600.00"
"1F4099","2017-07-03 10:52:00+00","47100.00"
"1F40F5","2017-08-14 22:51:00+00","40000.00"
"1F4148","2017-07-01 03:18:00+00","34000.00"
"1F41BA","2017-08-01 09:13:00+00","69900.00"
"1F4247","2017-08-06 03:34:00+00","125900.00"
"1F42F0","2017-06-27 06:31:00+00","92300.00"
"1F4364","2017-07-05 08:02:00+00","133100.00"
"1F4365","2017-07-29 17:19:00+00","57300.00"
"1F436F","2017-07-09 13:47:00+00","44300.00"
"1F4392","2017-08-07 05:35:00+00","26800.00"
"1F43A4","2017-07-11 17:57:00+00","11000.00"
"1F444A","2017-07-27 08:06:00+00","40100.00"
"1F4466","2017-07-06 08:21:00+00","60700.00"
"1F44B7","2017-08-03 20:40:00+00","32200.00"
"1F44F2","2017-07-23 12:29:00+00","302600.00"
"1F4509","2017-08-01 04:01:00+00","23200.00"
"1F451D","2017-08-01 17:41:00+00","48900.00"
"1F454A","2017-07-05 14:02:00+00","108600.00"
"1F4564","2017-07-21 02:18:00+00","35700.00"
"1F45CB","2017-07-17 00:09:00+00","271100.00"
"1F45F4","2017-08-10 19:22:00+00","21400.00"
"1F4603","2017-07-07 21:14:00+00","56600.00"
"1F467A","2017-08-10 17:19:00+00","28800.00"
"1F4693","2017-07-16 05:44:00+00","27000.00"
"1F46EF","2017-07-31 13:22:00+00","56900.00"
"1F47AF","2017-08-05 23:01:00+00","67400.00"
"1F47EF","2017-08-09 19:56:00+00","65200.00"
"1F47F1","2017-07-07 09:51:00+00","26600.00"
"1F487A","2017-07-23 01:33:00+00","9200.00"
"1F4883","2017-07-22 03:02:00+00","26400.00"
"1F48EE","2017-08-08 08:41:00+00","20200.00"
"1F49E3","2017-08-04 07:51:00+00","31200.00"
"1F4A25","2017-07-02 16:50:00+00","281800.00"
"1F4A3E","2017-07-28 21:26:00+00","532600.00"
"1F4A84","2017-08-15 02:17:00+00","101400.00"
"1F4AAF","2017-07-10 07:36:00+00","47000.00"
"1F4AED","2017-08-10 13:03:00+00","44600.00"
"1F4B48","2017-07-25 18:59:00+00","6000.00"
"1F4CE6","2017-07-24 10:56:00+00","19200.00"
"1F4CE9","2017-07-17 14:43:00+00","107000.00"
"1F4DA1","2017-07-07 22:57:00+00","54800.00"
"1F4DA5","2017-08-06 05:21:00+00","75600.00"
"1F4DB8","2017-08-09 13:10:00+00","48800.00"
"1F4DFE","2017-07-12 23:11:00+00","13400.00"
"1F4E80","2017-07-03 05:31:00+00","61500.00"
"1F4E99","2017-07-12 20:00:00+00","136600.00"
"1F4ECC","2017-08-02 16:10:00+00","39500.00"
"1F4EFE","2017-07-21 13:17:00+00","111600.00"
"1F4F22","2017-07-12 04:48:00+00","45100.00"
"1F4F3E","2017-07-13 12:25:00+00","47700.00"
"1F4FEA","2017-08-11 22:34:00+00","92100.00"
"1F5061","2017-08-04 19:36:00+00","61800.00"
"1F506F","2017-08-06 12:08:00+00","67600.00"
"1F50C9","2017-07-27 00:39:00+00","44800.00"
"1F50F0","2017-07-16 11:17:00+00","15100.00"
"1F50F7","2017-07-19 00:00:00+00","80300.00"
"1F5126","2017-08-05 03:26:00+00","81700.00"
"1F512A","2017-07-07 08:14:00+00","199200.00"
"1F5149","2017-07-19 08:39:00+00","85300.00"
"1F519F","2017-08-01 06:10:00+00","117600.00"
"1F51F0","2017-07-29 17:20:00+00","46000.00"
"1F5206","2017-07-10 00:28:00+00","68100.00"
"1F523C","2017-07-30 21:02:00+00","7400.00"
"1F524D","2017-07-25 23:31:00+00","8400.00"
"1F5273","2017-07-06 04:31:00+00","23200.00"
"1F52F4","2017-08-07 05:29:00+00","66300.00"
"1F5352","2017-07-07 19:23:00+00","14800.00"
"1F53A7","2017-07-10 03:28:00+00","56000.00"
"1F53D1","2017-07-31 18:28:00+00","32200.00"
"1F53DC","2017-08-14 06:51:00+00","46200.00"
"1F53DE","2017-07-04 14:16:00+00","55800.00"
"1F5444","2017-07-17 03:28:00+00","62600.00"
"1F5449","2017-07-12 02:57:00+00","44400.00"
"1F5459","2017-07-24 06:22:00+00","24400.00"
"1F5529","2017-07-31 00:21:00+00","56000.00"
"1F555D","2017-08-04 19:27:00+00","12000.00"
"1F5576","2017-07-11 06:31:00+00","229900.00"
"1F55B6","2017-07-28 14:17:00+00","30000.00"
"1F55CA","2017-07-12 09:40:00+00","116400.00"
"1F5623","2017-07-08 21:09:00+00","101400.00"
"1F5702","2017-08-11 13:58:00+00","19300.00"
"1F5706","2017-07-20 18:07:00+00","69000.00"
"1F5731","2017-08-03 03:59:00+00","28800.00"
"1F5746","2017-07-26 11:13:00+00","77200.00"
"1F5782","2017-08-06 05:36:00+00","25400.00"
"1F57A2","2017-08-12 15:45:00+00","38600.00"
"1F57F0","2017-08-02 01:33:00+00","21400.00"
"1F582B","2017-07-11 11:52:00+00","55800.00"
"1F583C","2017-08-11 01:43:00+00","258600.00"
"1F5872","2017-08-05 12:13:00+00","52800.00"
"1F5882","2017-07-10 08:26:00+00","27800.00"
"1F5888","2017-07-13 10:48:00+00","41800.00"
"1F58F7","2017-07-13 23:06:00+00","132800.00"
"1F5933","2017-07-12 22:16:00+00","23100.00"
"1F59B3","2017-08-10 12:43:00+00","28000.00"
"1F59F6","2017-07-19 20:00:00+00","28300.00"
"1F5A45","2017-07-02 05:53:00+00","43000.00"
"1F5A4F","2017-07-27 07:45:00+00","71400.00"
"1F5A5D","2017-07-21 13:06:00+00","24400.00"
"1F5A84","2017-07-03 15:55:00+00","113200.00"
"1F5AC6","2017-08-14 12:43:00+00","25200.00"
"1F5B20","2017-08-09 19:10:00+00","153300.00"
"1F5B3A","2017-07-15 12:27:00+00","89600.00"
"1F5B64","2017-07-03 12:31:00+00","56000.00"
"1F5BE8","2017-07-03 20:32:00+00","39300.00"
"1F5C38","2017-08-10 14:53:00+00","258300.00"
"1F5C4F","2017-07-24 01:02:00+00","75600.00"
"1F5C62","2017-07-21 14:21:00+00","39800.00"
"1F5CEC","2017-08-08 00:49:00+00","14700.00"
"1F5D0A","2017-08-02 20:14:00+00","54800.00"
"1F5D38","2017-07-08 04:15:00+00","25600.00"
"1F5DF6","2017-08-11 05:09:00+00","31100.00"
"1F5E2F","2017-07-01 11:10:00+00","25800.00"
"1F5E6A","2017-07-05 05:18:00+00","27200.00"
"1F5E73","2017-07-31 17:41:00+00","57600.00"
"1F5EA8","2017-07-25 23:21:00+00","115700.00"
"1F5ED7","2017-07-02 18:32:00+00","246000.00"
"1F5EE3","2017-08-12 05:00:00+00","21400.00"
"1F5F59","2017-07-01 21:49:00+00","246000.00"
"1F5F92","2017-06-29 15:20:00+00","30200.00"
"1F5FDB","2017-08-12 21:19:00+00","129800.00"
"1F6012","2017-08-09 21:57:00+00","84800.00"
"1F601D","2017-07-22 02:07:00+00","166000.00"
"1F6023","2017-08-07 22:06:00+00","23200.00"
"1F60D8","2017-07-27 12:17:00+00","134400.00"
"1F60F2","2017-07-28 15:44:00+00","8400.00"
"1F611B","2017-07-11 02:04:00+00","35600.00"
"1F611D","2017-07-03 20:43:00+00","55800.00"
"1F61A1","2017-07-23 07:27:00+00","123000.00"
"1F61C5","2017-07-05 13:36:00+00","136100.00"
"1F6242","2017-08-05 00:52:00+00","67100.00"
"1F6310","2017-08-12 04:24:00+00","47000.00"
"1F634B","2017-07-14 12:03:00+00","55800.00"
"1F6373","2017-07-06 14:50:00+00","85000.00"
"1F63AC","2017-08-07 06:27:00+00","73500.00"
"1F63B0","2017-08-13 07:16:00+00","125600.00"
"1F6415","2017-07-21 18:09:00+00","58900.00"
"1F641B","2017-07-01 23:41:00+00","31800.00"
"1F641E","2017-07-29 14:06:00+00","11600.00"
"1F6440","2017-08-12 07:44:00+00","64700.00"
"1F6441","2017-07-14 02:40:00+00","160700.00"
"1F64DC","2017-08-14 01:50:00+00","36000.00"
"1F652E","2017-07-31 04:14:00+00","124300.00"
"1F654B","2017-08-08 07:54:00+00","48400.00"
"1F6581","2017-08-13 04:07:00+00","14000.00"
"1F65BD","2017-08-13 00:03:00+00","40800.00"
"1F65C0","2017-08-11 14:35:00+00","55800.00"
"1F66CD","2017-07-14 22:34:00+00","24300.00"
"1F67A1","2017-07-01 21:46:00+00","86300.00"
"1F67CE","2017-08-02 14:52:00+00","65500.00"
"1F68B2","2017-07-21 00:41:00+00","55800.00"
"1F690E","2017-08-13 00:53:00+00","273500.00"
"1F6989","2017-06-26 17:49:00+00","64400.00"
"1F6A03","2017-07-24 19:10:00+00","31400.00"
"1F6A16","2017-08-07 14:45:00+00","57700.00"
"1F6A75","2017-07-02 18:59:00+00","62600.00"
"1F6AA2","2017-07-26 20:00:00+00","81600.00"
"1F6ADC","2017-07-29 00:37:00+00","51100.00"
"1F6AFA","2017-07-31 17:32:00+00","117600.00"
"1F6B32","2017-08-09 00:34:00+00","36200.00"
"1F6B9A","2017-08-13 14:25:00+00","135100.00"
"1F6BC2","2017-08-10 00:28:00+00","14000.00"
"1F6C17","2017-07-31 18:21:00+00","70600.00"
"1F6C6F","2017-07-09 10:19:00+00","52900.00"
"1F6CBF","2017-08-12 19:11:00+00","208200.00"
"1F6CD9","2017-08-06 04:47:00+00","177200.00"
"1F6D03","2017-07-14 00:30:00+00","74300.00"
"1F6D28","2017-07-27 11:28:00+00","31600.00"
"1F6DF4","2017-07-02 03:37:00+00","168000.00"
"1F6E19","2017-08-04 17:22:00+00","110400.00"
