"ticket_no","flight_id","boarding_no","seat_no"
"0005433633296",8223,15,"25D"
"0005433804855",8223,16,"25E"
"0005433633314",8223,17,"26A"
"0005433804854",8223,18,"26F"
"0005433633295",8223,19,"30B"
"0005433804791",8223,20,"30E"
"0005433804794",8223,21,"31F"
"0005434183549",8247,1,"14A"
"0005434183548",8247,2,"14E"
"0005432727809",4510,1,"1D"
"0005432382778",4510,2,"2A"
"0005433722155",4510,3,"2C"
"0005432382799",4510,4,"2D"
"0005432382797",4510,5,"2F"
"0005432382792",4510,6,"3D"
"0005432382781",4510,7,"3F"
"0005433722156",4510,8,"4A"
"0005432382773",4510,9,"4D"
"0005432382791",4510,10,"5A"
"0005432382793",4510,11,"5E"
"0005432382801",4510,12,"6A"
"0005432727815",4510,13,"6E"
"0005432382782",4510,14,"6F"
"0005432382798",4510,15,"8A"
"0005432382803",4510,16,"8D"
"0005432382769",4510,17,"8E"
"0005432382771",4510,18,"9A"
"0005432727807",4510,19,"8F"
"0005432382780",4510,20,"9C"
"0005433454853",4510,21,"10A"
"0005432382784",4510,22,"10C"
"0005432382767",4510,23,"10F"
"0005432382774",4510,24,"11A"
"0005432382779",4510,25,"11C"
"0005432727817",4510,26,"11D"
"0005432727814",4510,27,"11F"
"0005432382787",4510,28,"12A"
"0005432382790",4510,29,"12C"
"0005432727816",4510,30,"12D"
"0005433722157",4510,31,"12E"
"0005432382768",4510,32,"12F"
"0005433454852",4510,33,"13D"
"0005432382794",4510,34,"13E"
"0005432727806",4510,35,"13F"
"0005432727810",4510,36,"14A"
"0005432382796",4510,37,"14E"
"0005432382795",4510,38,"15A"
"0005432382788",4510,39,"15D"
"0005432727805",4510,40,"15E"
"0005432382783",4510,41,"16C"
"0005432382789",4510,42,"16E"
"0005432727811",4510,43,"16F"
"0005432382786",4510,44,"17A"
"0005432382800",4510,45,"17C"
"0005432382772",4510,46,"17F"
"0005432382776",4510,47,"18A"
"0005432727812",4510,48,"18E"
"0005432382777",4510,49,"18F"
"0005432727808",4510,50,"19C"
"0005432382770",4510,51,"19F"
"0005432382785",4510,52,"20A"
"0005432382802",4510,53,"20C"
"0005432727813",4510,54,"20D"
"0005432382775",4510,55,"20E"
"0005432382491",30261,1,"1F"
"0005432382492",30261,2,"7E"
"0005432727725",30261,3,"11C"
"0005432727750",30261,4,"14F"
"0005432727716",30261,5,"19F"
"0005435540794",1709,1,"1C"
"0005435540784",1709,2,"1A"
"0005435529041",1709,3,"2C"
"0005435540779",1709,4,"2D"
"0005435540796",1709,5,"2F"
"0005435540793",1709,6,"3A"
"0005433516795",1709,7,"3F"
"0005435529040",1709,8,"4C"
"0005435529049",1709,9,"5A"
"0005432924957",1709,10,"5C"
"0005435529034",1709,11,"5D"
"0005433516793",1709,12,"5E"
"0005432294464",1709,13,"5F"
"0005435540783",1709,14,"6A"
"0005435540778",1709,15,"6C"
"0005435540780",1709,16,"6E"
"0005435540792",1709,17,"6F"
"0005435529042",1709,18,"7A"
"0005433516789",1709,19,"7C"
"0005435540788",1709,20,"7E"
"0005435529053",1709,21,"8A"
"0005435540797",1709,22,"8C"
"0005435529035",1709,23,"8D"
"0005432294463",1709,24,"8E"
"0005435529051",1709,25,"9D"
"0005435540791",1709,26,"9F"
"0005435529043",1709,27,"10A"
"0005435540785",1709,28,"10C"
"0005433516788",1709,29,"10D"
"0005435540781",1709,30,"11E"
"0005435529045",1709,31,"11F"
"0005435529047",1709,32,"13C"
"0005435529052",1709,33,"13E"
"0005435540782",1709,34,"14E"
"0005435540786",1709,35,"14F"
"0005433516796",1709,36,"15A"
"0005435540789",1709,37,"15D"
"0005433516790",1709,38,"15F"
"0005435529046",1709,39,"16C"
"0005435540795",1709,40,"16D"
"0005435540799",1709,41,"16E"
"0005435529044",1709,42,"17A"
"0005433516787",1709,43,"17C"
"0005433516794",1709,44,"17D"
"0005435540787",1709,45,"17E"
"0005435529048",1709,46,"17F"
"0005435540798",1709,47,"18A"
"0005435529038",1709,48,"18C"
"0005435529036",1709,49,"18D"
"0005432294462",1709,50,"19A"
"0005435529054",1709,51,"19C"
"0005433516791",1709,52,"19D"
"0005435529037",1709,53,"19E"
"0005433516792",1709,54,"20A"
"0005435529039",1709,55,"20C"
"0005435529050",1709,56,"20D"
"0005435540790",1709,57,"20E"
"0005432924989",21995,1,"2C"
"0005432924986",21995,2,"3C"
"0005435540626",21995,3,"5C"
"0005435540647",21995,4,"6C"
"0005432924987",21995,5,"6E"
"0005435517616",21995,6,"8D"
"0005435517618",21995,7,"13F"
"0005432924988",21995,8,"14C"
"0005435517587",21995,9,"14D"
"0005435517627",21995,10,"14F"
"0005432924990",21995,11,"15D"
"0005435517586",21995,12,"15E"
"0005435540630",21995,13,"16C"
"0005433516726",21995,14,"16D"
"0005432073355",7398,1,"1A"
"0005432838711",7398,2,"1D"
"0005432838731",7398,3,"2A"
"0005432838703",7398,4,"2C"
"0005435252417",7398,5,"2F"
"0005434458596",7398,6,"3C"
"0005434458583",7398,7,"3F"
"0005435252416",7398,8,"4A"
"0005432838730",7398,9,"4C"
"0005432838710",7398,10,"4D"
"0005434458598",7398,11,"4E"
"0005432838704",7398,12,"5A"
"0005435252409",7398,13,"5C"
"0005432838727",7398,14,"5D"
"0005434458597",7398,15,"5E"
"0005435252415",7398,16,"5F"
"0005434458599",7398,17,"6A"
"0005432840990",7398,18,"6C"
"0005434458589",7398,19,"6D"
"0005432838720",7398,20,"6E"
"0005434458593",7398,21,"6F"
"0005432838717",7398,22,"7C"
"0005432838725",7398,23,"7F"
"0005432838728",7398,24,"8A"
"0005432838722",7398,25,"8C"
"0005434458600",7398,26,"8D"
"0005432823428",7398,27,"8E"
"0005432073354",7398,28,"8F"
"0005432838719",7398,29,"9A"
"0005434458584",7398,30,"9D"
"0005432838721",7398,31,"9E"
"0005434458602",7398,32,"10C"
"0005432838714",7398,33,"10D"
"0005434458603",7398,34,"10E"
"0005434458588",7398,35,"11A"
"0005432838718",7398,36,"11C"
"0005432838726",7398,37,"11D"
"0005435252388",7398,38,"11E"
"0005432838706",7398,39,"11F"
"0005432840989",7398,40,"12E"
"0005432838723",7398,41,"12F"
"0005432838713",7398,42,"13C"
"0005432838724",7398,43,"13D"
"0005432838707",7398,44,"13E"
"0005432838734",7398,45,"13F"
"0005434458591",7398,46,"14A"
"0005435252382",7398,47,"14C"
"0005435252379",7398,48,"14E"
"0005432838729",7398,49,"14F"
"0005432838709",7398,50,"15A"
"0005432838705",7398,51,"15D"
"0005434458586",7398,52,"16C"
"0005432838733",7398,53,"16D"
"0005432838715",7398,54,"16E"
"0005432838716",7398,55,"16F"
"0005434458601",7398,56,"17A"
"0005432838732",7398,57,"17C"
"0005432838712",7398,58,"17E"
"0005432838708",7398,59,"17F"
"0005434458594",7398,60,"18A"
"0005432073356",7398,61,"18C"
"0005434458585",7398,62,"18D"
"0005435252418",7398,63,"18E"
"0005434458592",7398,64,"18F"
"0005434458590",7398,65,"19C"
"0005432823427",7398,66,"19D"
"0005434458595",7398,67,"19E"
"0005434458587",7398,68,"20F"
"0005435252512",28948,1,"1A"
"0005432838508",28948,2,"2A"
"0005432001003",28948,3,"2C"
"0005434458448",28948,4,"3A"
"0005435491422",28948,5,"2F"
"0005435252514",28948,6,"3D"
"0005434664936",28948,7,"3F"
"0005435252515",28948,8,"4C"
"0005435252526",28948,9,"4D"
"0005435252517",28948,10,"4E"
"0005432838499",28948,11,"5C"
"0005434458449",28948,12,"5D"
"0005435252519",28948,13,"5E"
"0005432838560",28948,14,"6D"
"0005432001004",28948,15,"6F"
"0005434458476",28948,16,"7A"
"0005432838529",28948,17,"7F"
"0005434664937",28948,18,"8A"
"0005432838637",28948,19,"8F"
"0005432823418",28948,20,"9D"
"0005432838554",28948,21,"9E"
"0005435252525",28948,22,"9F"
"0005432838535",28948,23,"10A"
"0005434458463",28948,24,"10D"
"0005432838500",28948,25,"10E"
"0005435252527",28948,26,"10F"
"0005432838544",28948,27,"11C"
"0005435252509",28948,28,"11D"
"0005435252510",28948,29,"11E"
"0005434458518",28948,30,"11F"
"0005435252511",28948,31,"12A"
"0005432840977",28948,32,"12E"
"0005435252528",28948,33,"13D"
"0005432838559",28948,34,"13F"
"0005432838543",28948,35,"14A"
"0005434458517",28948,36,"14C"
"0005432838530",28948,37,"14E"
"0005432838495",28948,38,"15D"
"0005432838494",28948,39,"15E"
"0005435252513",28948,40,"15F"
"0005435491420",28948,41,"16A"
"0005435252522",28948,42,"16C"
"0005432838493",28948,43,"16E"
"0005435491421",28948,44,"16F"
"0005434458462",28948,45,"17C"
"0005435252523",28948,46,"17D"
"0005434458475",28948,47,"18A"
"0005435252524",28948,48,"18C"
"0005432840978",28948,49,"18D"
"0005435252520",28948,50,"18F"
"0005435252516",28948,51,"19A"
"0005432838587",28948,52,"20A"
"0005435252518",28948,53,"20C"
"0005435252521",28948,54,"20D"
"0005434664938",28948,55,"20E"
"0005432838488",28948,56,"20F"
"0005435990549",8784,1,"4F"
"0005434275945",8784,2,"6C"
"0005435990552",8784,3,"9D"
"0005435990550",8784,4,"10A"
"0005435990553",8784,5,"11A"
"0005435990551",8784,6,"12C"
"0005435990554",8784,7,"15C"
"0005434275933",8784,8,"16B"
"0005434275944",8784,9,"19B"
"0005435990548",8784,10,"21C"
"0005435990516",15741,1,"3D"
"0005434275970",15741,2,"8D"
"0005434275966",15741,3,"13C"
"0005434275969",15741,4,"15A"
"0005434275967",15741,5,"17E"
"0005434275968",15741,6,"18B"
"0005434275965",15741,7,"18D"
"0005435990503",15741,8,"21C"
"0005433468245",2075,1,"1B"
"0005433468238",2075,2,"1D"
"0005433468237",2075,3,"2A"
"0005433468248",2075,4,"2B"
"0005433468247",2075,5,"2D"
"0005433468251",2075,6,"3B"
"0005433468249",2075,7,"3D"
"0005433468246",2075,8,"4A"
"0005433468235",2075,9,"4C"
"0005433468236",2075,10,"5C"
"0005433468243",2075,11,"7A"
"0005433468244",2075,12,"7B"
"0005433468250",2075,13,"19C"
"0005433468234",2075,14,"19D"
"0005433468241",2075,15,"20A"
"0005433468252",2075,16,"20B"
"0005433468253",2075,17,"21A"
"0005433468240",2075,18,"22A"
"0005433468242",2075,19,"22D"
"0005433468239",2075,20,"23B"
"0005432359852",6378,1,"1A"
"0005432359894",6378,2,"1C"
"0005432335914",6378,3,"1D"
"0005432359856",6378,4,"2C"
"0005432359857",6378,5,"2A"
"0005432359873",6378,6,"2F"
"0005432359853",6378,7,"3A"
"0005432359879",6378,8,"3D"
"0005435176631",6378,9,"3F"
"0005432359889",6378,10,"4A"
"0005432359868",6378,11,"4B"
"0005435176589",6378,12,"4D"
"0005432359882",6378,13,"4F"
"0005432359851",6378,14,"5B"
"0005435176632",6378,15,"5C"
"0005435176617",6378,16,"5D"
"0005432335910",6378,17,"5E"
"0005435176641",6378,18,"6A"
"0005432359858",6378,19,"6C"
"0005435176681",6378,20,"6E"
"0005432359874",6378,21,"7D"
"0005434149541",6378,22,"8A"
"0005435176628",6378,23,"8B"
"0005432335913",6378,24,"8C"
"0005432359899",6378,25,"8E"
"0005432359895",6378,26,"8D"
"0005432359871",6378,27,"9C"
"0005432359870",6378,28,"9E"
"0005432335912",6378,29,"9F"
"0005435176588",6378,30,"10B"
"0005432335908",6378,31,"11A"
"0005432359881",6378,32,"10E"
"0005432335918",6378,33,"11D"
"0005432359878",6378,34,"11C"
"0005432359890",6378,35,"11E"
"0005432359898",6378,36,"11F"
"0005432359893",6378,37,"12A"
"0005434149562",6378,38,"12D"
"0005432359867",6378,39,"12E"
"0005432359875",6378,40,"13A"
"0005432359862",6378,41,"12F"
"0005432359861",6378,42,"13B"
"0005432062175",6378,43,"13C"
"0005432359892",6378,44,"13E"
"0005432359886",6378,45,"14A"
"0005432359864",6378,46,"13F"
"0005432062176",6378,47,"14C"
"0005432335917",6378,48,"14D"
"0005432359887",6378,49,"14E"
"0005432359888",6378,50,"15A"
"0005432359880",6378,51,"14F"
"0005432359891",6378,52,"15C"
"0005432335909",6378,53,"15E"
"0005435176639",6378,54,"15D"
"0005432359855",6378,55,"15F"
"0005435176624",6378,56,"16B"
"0005432062174",6378,57,"16A"
"0005432359877",6378,58,"16C"
"0005432359865",6378,59,"16D"
"0005432359860",6378,60,"16F"
"0005435176662",6378,61,"16E"
"0005432359869",6378,62,"17B"
"0005432062172",6378,63,"18A"
"0005432335907",6378,64,"18B"
"0005435176640",6378,65,"18C"
"0005432335915",6378,66,"18E"
"0005435176660",6378,67,"19B"
"0005435176743",6378,68,"19C"
"0005432359896",6378,69,"20A"
"0005432062173",6378,70,"20B"
"0005432359872",6378,71,"20D"
"0005435176661",6378,72,"20E"
"0005435176655",6378,73,"21B"
"0005432335916",6378,74,"21A"
"0005432359885",6378,75,"21C"
"0005432359884",6378,76,"21D"
"0005432359863",6378,77,"21E"
"0005435176625",6378,78,"21F"
"0005432359883",6378,79,"22A"
"0005432359876",6378,80,"22C"
"0005432359859",6378,81,"22B"
"0005434149559",6378,82,"22E"
"0005432359866",6378,83,"22D"
"0005432335911",6378,84,"22F"
"0005432359897",6378,85,"23A"
"0005432363383",6378,86,"23D"
"0005432359854",6378,87,"23F"
"0005432052716",21039,1,"2C"
"0005432335825",21039,2,"2A"
"0005432359599",21039,3,"2F"
"0005432359696",21039,4,"3C"
"0005432359549",21039,5,"4A"
"0005435176799",21039,6,"4B"
"0005432335827",21039,7,"4F"
"0005435176806",21039,8,"5C"
"0005434149614",21039,9,"5B"
"0005434149612",21039,10,"5D"
"0005435176810",21039,11,"5F"
"0005432359512",21039,12,"6C"
"0005434149604",21039,13,"6B"
"0005434149610",21039,14,"6E"
"0005432359728",21039,15,"7A"
"0005435176804",21039,16,"7B"
"0005435176803",21039,17,"7C"
"0005435176783",21039,18,"7D"
"0005435176792",21039,19,"7E"
"0005435176790",21039,20,"8A"
"0005432359742",21039,21,"8D"
"0005435176789",21039,22,"8E"
"0005435176788",21039,23,"9B"
"0005435490192",21039,24,"9D"
"0005432359543",21039,25,"9E"
"0005435176798",21039,26,"11A"
"0005432363364",21039,27,"11B"
"0005432335826",21039,28,"11F"
"0005435176787",21039,29,"12A"
"0005435176807",21039,30,"12C"
"0005434149611",21039,31,"12B"
"0005435176785",21039,32,"12D"
"0005435176800",21039,33,"13D"
"0005432359629",21039,34,"13E"
"0005435176805",21039,35,"13F"
"0005432359602",21039,36,"14B"
"0005432359727",21039,37,"14D"
"0005434149605",21039,38,"14C"
"0005434149608",21039,39,"14E"
"0005435176791",21039,40,"15C"
"0005435176794",21039,41,"15B"
"0005432359548",21039,42,"15D"
"0005432359513",21039,43,"15F"
"0005432052715",21039,44,"15E"
"0005432052714",21039,45,"16A"
"0005432335828",21039,46,"16B"
"0005435176808",21039,47,"16F"
"0005435176797",21039,48,"17B"
"0005435490194",21039,49,"17C"
"0005432359606",21039,50,"17E"
"0005435490193",21039,51,"17D"
"0005432359527",21039,52,"17F"
"0005432359607",21039,53,"18A"
"0005432052713",21039,54,"18D"
"0005432363363",21039,55,"18E"
"0005435176809",21039,56,"18F"
"0005435723025",21039,57,"19A"
"0005435176795",21039,58,"19B"
"0005432335823",21039,59,"19C"
"0005435176786",21039,60,"19E"
"0005435176801",21039,61,"19D"
"0005435176796",21039,62,"19F"
"0005432359641",21039,63,"20C"
"0005434149613",21039,64,"20E"
"0005434149615",21039,65,"20F"
"0005432359550",21039,66,"21A"
"0005432335833",21039,67,"21C"
"0005432359598",21039,68,"21F"
"0005432359519",21039,69,"21E"
"0005435723026",21039,70,"22C"
"0005434149609",21039,71,"22E"
"0005435176793",21039,72,"23A"
"0005435176802",21039,73,"23C"
"0005435176784",21039,74,"23E"
"0005434149606",21039,75,"23D"
"0005434149607",21039,76,"23F"
"0005434458441",17721,1,"2C"
"0005434458527",17721,2,"2D"
"0005434458525",17721,3,"3A"
"0005434458491",17721,4,"3D"
"0005434458440",17721,5,"4C"
"0005434458474",17721,6,"4D"
"0005434186169",17721,7,"5C"
"0005434186168",17721,8,"6A"
"0005434458523",17721,9,"19C"
"0005434186170",17721,10,"19D"
"0005434458526",17721,11,"20A"
"0005434458461",17721,12,"20B"
"0005434458434",17721,13,"21D"
"0005434186171",17721,14,"23B"
"0005434458602",29087,1,"1B"
"0005434458583",29087,2,"2C"
"0005434458585",29087,3,"3A"
"0005434462766",29087,4,"3D"
"0005434458601",29087,5,"4C"
"0005434458595",29087,6,"4D"
"0005434458587",29087,7,"5B"
"0005434458597",29087,8,"5C"
"0005434458586",29087,9,"5D"
"0005434458589",29087,10,"6B"
"0005434448276",29087,11,"6C"
"0005434458593",29087,12,"6D"
"0005434458591",29087,13,"18A"
"0005434458596",29087,14,"18B"
"0005434462765",29087,15,"18D"
"0005434458590",29087,16,"19B"
"0005434448275",29087,17,"19C"
"0005434458588",29087,18,"20B"
"0005434458600",29087,19,"20C"
"0005434448277",29087,20,"20D"
"0005434458594",29087,21,"21A"
"0005434463905",29087,22,"21B"
"0005434458592",29087,23,"21C"
"0005434463904",29087,24,"22A"
"0005434458584",29087,25,"22B"
"0005434458598",29087,26,"22C"
"0005434458599",29087,27,"22D"
"0005434458603",29087,28,"23B"
"0005432603925",21459,1,"1A"
"0005432603906",21459,2,"1B"
"0005432603918",21459,3,"1C"
"0005432603893",21459,4,"1D"
"0005432603899",21459,5,"2A"
"0005432603885",21459,6,"2B"
"0005432603894",21459,7,"2C"
"0005432603924",21459,8,"2D"
"0005432603903",21459,9,"3A"
"0005432603896",21459,10,"3B"
"0005432603915",21459,11,"4A"
"0005432603909",21459,12,"3D"
"0005432603921",21459,13,"4B"
"0005432603891",21459,14,"4C"
"0005432603916",21459,15,"4D"
"0005432603907",21459,16,"5A"
"0005432603886",21459,17,"5B"
"0005432603892",21459,18,"5C"
"0005432603900",21459,19,"5D"
"0005432603905",21459,20,"6B"
"0005432603920",21459,21,"6C"
"0005432603910",21459,22,"7B"
"0005432603913",21459,23,"7C"
"0005432603902",21459,24,"7D"
"0005432603911",21459,25,"18B"
"0005432603890",21459,26,"18C"
"0005432603895",21459,27,"18D"
"0005432603888",21459,28,"19A"
"0005432603887",21459,29,"19C"
"0005432603889",21459,30,"20A"
"0005432603914",21459,31,"20B"
"0005432603904",21459,32,"20C"
"0005432603908",21459,33,"21A"
"0005432603901",21459,34,"21B"
"0005432603898",21459,35,"21C"
"0005432603912",21459,36,"21D"
"0005432603923",21459,37,"22B"
"0005432603919",21459,38,"22C"
"0005432603917",21459,39,"22D"
"0005432603922",21459,40,"23A"
"0005432603897",21459,41,"23B"
"0005432603680",31688,1,"1D"
"0005432603685",31688,2,"2B"
"0005432603665",31688,3,"2C"
"0005432603679",31688,4,"4C"
"0005432603647",31688,5,"6B"
"0005432603734",31688,6,"7D"
"0005432603648",31688,7,"20C"
"0005432603705",31688,8,"21B"
"0005432603674",31688,9,"22A"
"0005432603673",31688,10,"22D"
"0005433293186",29612,1,"1A"
"0005433293183",29612,2,"2A"
"0005433293189",29612,3,"3B"
"0005433293184",29612,4,"4A"
"0005433293178",29612,5,"4C"
"0005433293195",29612,6,"5B"
"0005433293181",29612,7,"5C"
"0005433293192",29612,8,"6A"
"0005433293197",29612,9,"6B"
"0005433293190",29612,10,"7A"
"0005433293193",29612,11,"7B"
"0005433293191",29612,12,"7D"
"0005433293187",29612,13,"19A"
"0005433293179",29612,14,"20A"
"0005433293188",29612,15,"21A"
"0005433293185",29612,16,"21C"
"0005433293196",29612,17,"21D"
"0005433293194",29612,18,"22D"
"0005433293180",29612,19,"23A"
"0005433293182",29612,20,"23B"
"0005433473168",6675,1,"1B"
"0005435257149",6675,2,"1C"
"0005433473157",6675,3,"1D"
"0005433473161",6675,4,"2C"
"0005433473150",6675,5,"2D"
"0005433473172",6675,6,"3A"
"0005433473155",6675,7,"3B"
"0005433473162",6675,8,"3C"
"0005433473166",6675,9,"4B"
"0005433473148",6675,10,"4C"
"0005433473159",6675,11,"5C"
"0005433473151",6675,12,"5D"
"0005433473165",6675,13,"6A"
"0005433473152",6675,14,"6B"
"0005433473153",6675,15,"6C"
"0005433473149",6675,16,"6D"
"0005433473170",6675,17,"7A"
"0005433473167",6675,18,"7C"
"0005433473156",6675,19,"18A"
"0005433473158",6675,20,"18D"
"0005433473154",6675,21,"19A"
"0005435257151",6675,22,"19C"
"0005433473163",6675,23,"19D"
"0005433473164",6675,24,"20C"
"0005433473171",6675,25,"21A"
"0005433473169",6675,26,"21C"
"0005433473174",6675,27,"21D"
"0005433473160",6675,28,"22C"
"0005433473173",6675,29,"23A"
"0005434606786",22284,1,"1A"
"0005434606788",22284,2,"1B"
"0005434606785",22284,3,"2B"
"0005434604860",22284,4,"3B"
"0005434604859",22284,5,"4A"
"0005434604862",22284,6,"5B"
"0005434604861",22284,7,"6A"
"0005434606787",22284,8,"6B"
"0005432747140",411,1,"1A"
"0005432747149",411,2,"1C"
"0005432747162",411,3,"1D"
"0005432890688",411,4,"1F"
"0005432747151",411,5,"2A"
"0005432753263",411,6,"2C"
"0005432747171",411,7,"2D"
"0005432747157",411,8,"3A"
